sensor_14,sensor_11,sensor_16,sensor_17,sensor_9,sensor_3,sensor_15,sensor_4
8093.24,41.73,0.02,329,8330.89,1350.16,9.3389,1120.26
8076.23,41.84,0.02,333,8354.0,1361.64,9.2815,1116.88
8091.6,41.85,0.02,329,8323.94,1346.27,9.3478,1120.24
7881.87,36.39,0.02,306,8015.24,1254.46,10.8802,1041.46
8097.05,41.87,0.02,330,8325.63,1344.83,9.274,1121.49
7879.09,36.42,0.02,307,8015.47,1254.95,10.8713,1039.75
7883.44,36.55,0.02,307,8018.89,1268.26,10.8703,1044.69
8071.45,41.68,0.02,335,8355.82,1358.77,9.3227,1124.86
8070.27,44.14,0.02,365,8726.49,1487.82,9.1649,1241.79
8076.29,41.62,0.02,333,8350.19,1357.08,9.2462,1124.39
8147.03,47.16,0.03,392,9057.67,1585.95,8.3999,1405.68
7879.62,36.6,0.02,308,8012.06,1266.33,10.8691,1038.72
8142.36,44.93,0.03,368,8780.0,1494.89,8.643,1295.08
8144.89,47.05,0.03,391,9064.13,1589.06,8.4008,1394.71
8143.95,47.27,0.03,393,9059.8,1591.06,8.4395,1401.33
8096.12,41.76,0.02,330,8330.2,1356.2,9.3364,1110.31
8148.29,47.3,0.03,391,9067.06,1586.69,8.3773,1396.31
8147.71,47.29,0.03,392,9070.07,1587.91,8.3888,1402.95
7883.73,36.58,0.02,303,8022.44,1262.07,10.84,1044.22
8101.95,41.87,0.02,332,8332.99,1348.13,9.3186,1123.62
8070.76,44.26,0.02,365,8730.6,1479.4,9.156,1243.24
8061.77,44.22,0.02,363,8733.33,1479.06,9.221,1237.61
8149.81,47.46,0.03,393,9066.48,1588.3,8.4001,1396.08
8075.88,41.88,0.02,332,8359.16,1356.19,9.2976,1129.53
8072.46,43.98,0.02,364,8726.42,1483.01,9.2003,1237.64
8088.4,41.77,0.02,331,8332.65,1344.19,9.3525,1118.5
8080.09,41.57,0.02,333,8358.83,1362.3,9.2776,1128.72
8093.63,41.74,0.02,330,8324.94,1349.69,9.3715,1127.85
8094.77,41.83,0.02,330,8328.98,1348.23,9.3098,1123.46
8100.76,41.92,0.02,331,8331.89,1350.9,9.3317,1127.57
8143.46,45.27,0.03,369,8789.35,1493.03,8.627,1302.91
8098.08,41.87,0.02,329,8333.31,1342.42,9.3354,1123.93
8145.44,47.24,0.03,393,9074.75,1583.62,8.4252,1393.17
8140.5,45.09,0.03,369,8792.23,1498.88,8.6271,1304.7
8092.97,42.02,0.02,330,8330.04,1350.83,9.3524,1121.27
8083.07,41.59,0.02,333,8363.61,1368.96,9.2924,1124.03
7887.79,36.65,0.02,306,8019.47,1251.55,10.8693,1038.38
8144.12,47.36,0.03,390,9075.15,1583.53,8.3676,1393.57
8071.29,44.35,0.02,364,8733.1,1481.36,9.1845,1244.37
8145.34,45.27,0.03,369,8790.21,1492.23,8.6353,1296.08
8093.28,41.86,0.02,331,8330.04,1351.16,9.2867,1119.15
8082.92,41.89,0.02,334,8360.81,1366.05,9.2671,1133.52
8070.29,44.1,0.02,363,8737.73,1483.57,9.2107,1247.91
8094.03,41.86,0.02,330,8331.02,1352.04,9.3275,1124.19
8148.3,45.25,0.03,367,8792.05,1504.65,8.6135,1308.46
8081.55,41.74,0.02,332,8356.0,1366.98,9.284,1122.23
7887.16,36.42,0.02,308,8021.03,1259.9,10.8725,1049.16
8153.2,47.19,0.03,392,9073.43,1580.18,8.4053,1402.35
8068.05,44.16,0.02,363,8736.58,1477.21,9.1679,1251.45
8154.9,47.14,0.03,393,9061.63,1583.77,8.4124,1395.34
8148.49,47.26,0.03,392,9070.07,1580.11,8.4001,1401.33
7890.76,36.8,0.02,306,8025.3,1262.63,10.8676,1049.2
8073.51,44.3,0.02,365,8736.36,1481.45,9.1845,1249.68
7881.98,36.68,0.02,306,8017.49,1260.09,10.8583,1039.79
7885.09,36.72,0.02,306,8015.5,1257.62,10.8726,1040.39
8073.37,44.26,0.02,365,8739.22,1491.27,9.2439,1246.39
8071.82,44.06,0.02,364,8736.76,1480.11,9.2171,1246.09
8146.11,45.14,0.03,369,8803.35,1501.78,8.6343,1298.59
8150.07,47.3,0.03,391,9072.36,1581.33,8.4218,1401.1
8100.0,42.07,0.02,330,8345.78,1347.85,9.3287,1125.06
8098.86,42.09,0.02,331,8334.32,1353.29,9.3314,1116.93
8087.79,41.83,0.02,333,8359.54,1362.2,9.2927,1126.77
7889.89,36.75,0.02,308,8022.32,1257.36,10.8951,1039.96
8075.2,44.13,0.02,366,8734.49,1480.73,9.2055,1254.06
8153.52,47.47,0.03,393,9073.53,1589.9,8.3862,1399.14
7883.79,36.58,0.02,307,8017.94,1261.45,10.8748,1041.5
8100.51,41.92,0.02,331,8338.29,1345.76,9.3461,1122.15
7879.81,36.75,0.02,306,8027.58,1250.91,10.8571,1040.07
8106.22,42.07,0.02,331,8343.95,1348.64,9.3304,1120.15
8154.6,47.38,0.03,393,9072.51,1592.31,8.4459,1408.02
8100.74,41.97,0.02,330,8333.98,1359.7,9.3267,1119.41
8145.1,45.25,0.03,370,8789.83,1496.4,8.6565,1295.99
8109.5,41.94,0.02,331,8337.11,1349.99,9.3211,1123.99
7882.62,36.72,0.02,306,8029.1,1261.17,10.8581,1046.82
8150.51,45.27,0.03,369,8799.84,1495.86,8.6286,1305.33
8102.59,42.07,0.02,331,8346.81,1355.78,9.324,1118.63
8075.47,44.21,0.02,364,8737.6,1473.73,9.2259,1249.89
8105.93,42.11,0.02,332,8340.22,1353.22,9.3533,1127.13
8085.62,41.77,0.02,334,8374.22,1372.07,9.318,1128.1
8153.54,45.23,0.03,370,8802.97,1499.39,8.666,1307.0
8149.83,45.34,0.03,369,8798.12,1501.52,8.6553,1305.17
8148.18,45.17,0.03,369,8804.72,1494.34,8.6194,1308.14
8148.89,45.53,0.03,368,8797.16,1498.14,8.6771,1304.92
8106.21,41.85,0.02,331,8344.33,1351.12,9.3379,1119.19
8078.92,44.37,0.02,365,8745.7,1488.56,9.248,1240.28
8082.11,44.12,0.02,365,8759.21,1477.19,9.2139,1249.26
8107.79,42.0,0.02,331,8346.56,1349.48,9.3703,1127.73
8157.49,47.56,0.03,394,9073.24,1587.16,8.3885,1406.13
8104.72,42.08,0.02,332,8337.0,1354.61,9.3393,1129.8
8109.98,42.02,0.02,332,8345.77,1355.03,9.3614,1123.76
8088.5,42.05,0.02,335,8369.46,1365.64,9.3043,1127.08
8149.73,45.32,0.03,369,8809.94,1497.08,8.6609,1306.0
7892.61,36.72,0.02,308,8034.96,1261.32,10.9529,1051.13
8106.71,42.18,0.02,332,8344.78,1348.67,9.3312,1124.43
7889.54,36.4,0.02,307,8030.61,1257.01,10.8945,1049.48
8158.8,45.3,0.03,371,8806.03,1503.57,8.6597,1313.06
8113.53,42.13,0.02,331,8346.49,1352.93,9.3416,1130.21
8085.5,44.32,0.02,366,8747.38,1482.64,9.2481,1248.77
8087.94,44.43,0.02,365,8753.97,1481.6,9.204,1256.31
8156.91,45.32,0.03,370,8807.68,1498.41,8.7064,1309.44
8088.15,44.34,0.02,365,8740.86,1478.86,9.2296,1254.84
8082.0,44.28,0.02,365,8743.33,1480.3,9.2162,1251.32
7899.37,36.72,0.02,306,8033.22,1266.78,10.9531,1049.01
8113.44,42.04,0.02,331,8349.87,1354.4,9.3294,1119.07
8156.18,45.41,0.03,369,8806.45,1500.77,8.6792,1314.72
8111.17,42.35,0.02,330,8352.29,1359.15,9.3534,1123.58
8159.18,45.51,0.03,369,8812.11,1510.9,8.6737,1316.09
8172.62,47.51,0.03,392,9084.35,1587.57,8.4095,1407.77
8097.87,41.91,0.02,335,8378.29,1367.58,9.3085,1133.0
8094.75,44.27,0.02,368,8752.61,1484.27,9.223,1251.63
8160.37,45.39,0.03,370,8809.45,1505.82,8.6808,1310.59
8165.9,47.6,0.03,392,9090.57,1592.82,8.4688,1409.03
8113.81,42.25,0.02,332,8362.0,1349.03,9.3745,1126.38
7894.11,36.95,0.02,306,8037.22,1264.68,10.9108,1054.11
8118.26,42.04,0.02,330,8361.06,1355.53,9.3647,1126.85
7900.12,36.69,0.02,310,8037.05,1262.12,10.9236,1051.61
8094.98,42.16,0.02,336,8386.14,1372.74,9.341,1135.23
7902.46,36.89,0.02,309,8033.83,1260.92,10.9501,1061.37
7899.41,36.74,0.02,308,8044.57,1260.1,10.9239,1045.68
8170.66,47.55,0.03,393,9104.89,1596.65,8.4886,1418.65
8124.8,42.21,0.02,332,8367.09,1357.62,9.3583,1127.51
8103.88,42.04,0.02,337,8388.78,1370.56,9.3229,1137.3
7901.6,36.8,0.02,307,8039.11,1263.31,10.9548,1057.96
8096.61,44.33,0.02,365,8763.41,1485.74,9.2465,1258.29
8123.23,42.33,0.02,332,8373.3,1359.7,9.342,1128.17
8168.56,47.57,0.03,396,9097.09,1596.6,8.4794,1421.09
7910.97,36.88,0.02,308,8049.34,1261.06,10.9202,1051.14
7902.52,36.9,0.02,307,8039.18,1261.96,10.9172,1054.82
8110.15,42.28,0.02,334,8395.64,1369.78,9.3236,1126.9
8176.61,45.51,0.03,371,8823.5,1508.3,8.7026,1313.9
8129.37,42.41,0.02,331,8374.46,1358.74,9.3842,1135.84
8109.59,41.92,0.02,336,8393.79,1369.64,9.385,1129.36
8127.38,42.33,0.02,332,8371.16,1356.38,9.367,1130.05
7909.73,36.85,0.02,308,8050.12,1267.99,10.968,1054.16
8110.96,42.09,0.02,334,8398.28,1371.42,9.3157,1130.86
8169.21,45.56,0.03,372,8828.98,1505.34,8.7127,1314.63
7914.12,37.02,0.02,307,8048.61,1265.46,10.9459,1051.81
8110.1,44.58,0.03,367,8776.87,1494.62,9.237,1258.29
8133.39,42.3,0.02,333,8376.49,1353.42,9.3895,1135.1
8119.02,42.16,0.02,336,8405.34,1366.72,9.3711,1132.15
7917.8,37.03,0.02,308,8059.12,1268.18,10.9664,1061.46
8136.83,42.43,0.02,333,8375.3,1357.16,9.4039,1133.45
8109.27,44.68,0.03,366,8771.41,1492.91,9.2391,1260.25
8137.14,42.39,0.02,332,8385.61,1358.22,9.3729,1139.48
8188.79,47.71,0.03,394,9123.48,1590.91,8.494,1415.71
8118.52,42.32,0.02,336,8409.02,1377.59,9.353,1141.42
8112.72,44.72,0.03,367,8782.63,1487.85,9.2669,1261.0
8185.53,45.8,0.03,371,8847.63,1509.41,8.7323,1316.73
8141.99,42.58,0.02,334,8384.18,1361.96,9.3588,1136.71
8124.82,42.29,0.02,335,8424.86,1372.41,9.354,1138.41
8194.34,47.89,0.03,394,9137.66,1597.42,8.5037,1422.87
8123.93,42.0,0.02,337,8421.45,1379.43,9.3513,1139.19
8198.06,47.8,0.03,395,9125.13,1599.19,8.4652,1422.76
8194.29,45.82,0.03,374,8852.26,1516.06,8.6909,1329.19
8202.77,47.79,0.03,395,9139.84,1606.04,8.4748,1422.33
7931.44,37.06,0.02,309,8071.18,1268.99,10.9737,1056.71
8137.45,42.48,0.02,337,8435.04,1373.69,9.3962,1143.42
8156.56,42.4,0.02,334,8398.15,1363.97,9.393,1138.49
8137.5,42.48,0.02,337,8428.31,1369.67,9.4177,1147.02
8203.19,46.06,0.03,373,8862.23,1511.24,8.7205,1330.28
8160.51,42.55,0.02,334,8409.75,1363.85,9.3918,1145.95
8205.82,48.01,0.03,397,9146.73,1595.53,8.5256,1415.68
8200.55,46.02,0.03,371,8864.88,1513.55,8.7762,1324.55
8208.1,45.91,0.03,371,8876.12,1514.48,8.742,1325.53
8137.21,44.9,0.03,369,8812.4,1497.43,9.2715,1271.23
8164.99,42.75,0.02,334,8415.94,1368.84,9.4227,1147.22
7876.46,36.42,0.02,306,8007.21,1258.77,10.846,1036.12
8137.93,45.01,0.03,368,8786.44,1493.52,8.569,1301.55
8074.9,41.5,0.02,333,8348.65,1357.77,9.3076,1120.74
8071.62,41.64,0.02,333,8360.8,1361.28,9.3011,1117.87
8069.78,41.73,0.02,333,8356.02,1367.78,9.2791,1122.1
8093.25,41.65,0.02,328,8323.19,1348.22,9.2976,1117.66
8068.03,44.16,0.02,364,8724.67,1470.93,9.1435,1234.39
8059.94,43.87,0.02,365,8722.57,1483.72,9.176,1239.92
8140.74,47.18,0.03,391,9054.04,1584.15,8.4075,1390.4
8086.21,41.78,0.02,329,8324.09,1345.35,9.3187,1122.48
8090.37,41.9,0.02,331,8328.92,1353.52,9.3389,1120.88
8071.12,44.14,0.02,364,8729.11,1481.95,9.2009,1242.39
8083.32,41.93,0.02,329,8324.72,1353.46,9.3198,1116.44
8086.02,41.65,0.02,329,8324.46,1344.04,9.3237,1119.8
8143.27,47.09,0.03,394,9061.14,1582.2,8.4013,1391.92
8064.8,41.61,0.02,334,8341.41,1363.31,9.2894,1119.77
7873.7,36.55,0.02,304,8009.5,1253.97,10.8542,1044.08
8068.49,43.95,0.02,363,8720.37,1475.13,9.134,1246.37
8135.36,45.03,0.03,366,8783.19,1487.61,8.6075,1303.16
8136.85,47.14,0.03,392,9058.55,1587.47,8.4134,1395.02
8137.76,47.16,0.03,391,9057.08,1581.74,8.3836,1389.37
8147.16,47.25,0.03,392,9063.73,1588.42,8.3678,1389.01
7873.35,36.55,0.02,306,8013.5,1255.57,10.8388,1037.3
8088.86,41.54,0.02,329,8323.49,1349.99,9.3353,1120.37
8072.01,44.09,0.02,364,8720.55,1484.98,9.1772,1243.38
8064.77,44.21,0.02,364,8731.93,1475.81,9.1679,1244.71
8070.03,41.55,0.02,333,8354.75,1368.55,9.29,1116.67
8071.67,44.17,0.02,363,8718.59,1481.25,9.1914,1237.53
8134.95,45.21,0.03,369,8779.02,1493.16,8.6373,1301.85
8139.95,47.35,0.03,391,9058.24,1579.36,8.3685,1394.29
7877.69,36.42,0.02,308,8015.26,1256.59,10.846,1040.59
8066.26,44.13,0.02,362,8722.56,1481.93,9.181,1240.81
8070.81,41.71,0.02,333,8352.65,1358.02,9.2601,1121.31
8143.01,47.21,0.03,391,9057.29,1583.15,8.4055,1388.92
8088.89,41.89,0.02,330,8320.25,1351.57,9.3212,1120.13
8065.21,44.22,0.02,365,8729.16,1476.15,9.1411,1235.11
8142.42,47.14,0.03,390,9057.68,1580.77,8.4092,1398.04
8090.79,41.76,0.02,329,8322.86,1345.33,9.342,1119.2
8134.84,45.23,0.03,366,8778.64,1494.42,8.6033,1301.34
8069.67,44.23,0.02,364,8728.84,1478.82,9.162,1242.42
7879.12,36.29,0.02,306,8012.95,1260.36,10.9107,1037.05
8141.05,47.1,0.03,391,9059.21,1577.39,8.4084,1394.05
8067.37,41.54,0.02,333,8348.49,1369.89,9.2716,1117.88
8091.73,41.87,0.02,329,8321.89,1347.62,9.2852,1116.51
7879.51,36.45,0.02,306,8015.72,1258.41,10.8831,1037.4
8087.08,41.91,0.02,329,8327.04,1349.54,9.323,1120.45
8139.42,45.07,0.03,368,8782.7,1494.87,8.626,1301.58
8071.08,44.16,0.02,364,8719.0,1479.94,9.1987,1236.58
8135.22,45.16,0.03,368,8786.05,1497.8,8.5954,1295.07
8142.65,47.37,0.03,391,9065.3,1582.48,8.418,1395.73
8084.93,41.84,0.02,331,8330.38,1360.66,9.3439,1122.12
8132.84,45.13,0.03,369,8785.66,1492.57,8.6185,1296.74
7876.02,36.39,0.02,305,8009.01,1262.7,10.8283,1040.32
8135.25,45.07,0.03,369,8782.65,1497.02,8.6242,1303.11
8136.99,45.15,0.03,368,8776.96,1494.48,8.6487,1291.6
8076.29,41.73,0.02,333,8357.64,1363.52,9.2461,1123.33
8144.96,47.25,0.03,392,9059.44,1580.88,8.3931,1398.05
8092.45,41.61,0.02,328,8317.64,1346.36,9.3395,1119.18
8073.41,41.67,0.02,333,8347.19,1362.52,9.2861,1121.55
8133.09,45.1,0.03,368,8787.92,1493.91,8.596,1306.23
8069.67,44.18,0.02,364,8729.26,1483.06,9.1505,1242.53
8087.85,41.63,0.02,329,8325.18,1342.54,9.317,1123.64
8071.13,44.02,0.02,364,8725.81,1475.16,9.2053,1244.38
7877.74,36.38,0.02,306,8016.39,1257.58,10.8782,1037.66
8136.29,45.15,0.03,368,8782.93,1489.92,8.6601,1296.73
8093.72,41.74,0.02,328,8323.14,1349.67,9.2953,1112.39
8069.94,41.58,0.02,333,8354.28,1365.87,9.2707,1127.05
8065.15,44.04,0.02,364,8724.25,1480.75,9.2195,1233.58
8069.9,41.59,0.02,333,8356.78,1365.7,9.2768,1125.31
8077.64,41.74,0.02,332,8354.51,1355.9,9.3103,1117.86
7874.57,36.5,0.02,305,8008.28,1255.8,10.863,1044.2
8149.05,47.13,0.03,391,9062.2,1579.15,8.4089,1391.94
8139.45,45.2,0.03,367,8786.37,1497.66,8.6269,1300.2
8062.06,44.01,0.02,364,8727.35,1475.88,9.1705,1243.88
8091.14,41.7,0.02,332,8324.93,1349.38,9.3104,1118.79
8142.01,47.04,0.03,390,9052.47,1578.85,8.3984,1403.48
8071.67,41.63,0.02,332,8355.16,1362.28,9.2951,1124.4
8066.23,44.2,0.02,364,8728.11,1471.32,9.1992,1237.85
8137.03,45.02,0.03,368,8778.32,1495.46,8.6177,1301.88
7880.45,36.61,0.02,306,8016.94,1261.82,10.8391,1042.31
8137.06,45.15,0.03,367,8790.05,1499.14,8.6386,1299.74
7873.92,36.58,0.02,306,8023.53,1258.39,10.8282,1042.85
7877.41,36.47,0.02,305,8012.06,1262.28,10.8826,1050.13
8141.99,47.17,0.03,393,9059.82,1583.55,8.3871,1400.03
8077.66,41.83,0.02,333,8351.84,1356.24,9.2827,1118.82
8074.21,41.79,0.02,333,8345.34,1364.62,9.2806,1124.35
8066.01,44.18,0.02,364,8724.88,1480.87,9.1666,1245.42
8137.21,45.15,0.03,368,8772.17,1497.13,8.6133,1302.06
8070.42,41.65,0.02,333,8361.89,1361.28,9.2884,1124.21
8074.3,41.69,0.02,334,8357.83,1360.33,9.2633,1125.92
8065.07,44.17,0.02,365,8724.99,1483.51,9.2084,1239.09
8070.96,41.65,0.02,333,8357.2,1360.74,9.2933,1119.44
8060.01,44.14,0.02,363,8722.5,1476.91,9.216,1236.45
8095.46,41.84,0.02,331,8330.8,1353.03,9.3155,1116.21
8147.0,47.3,0.03,392,9066.25,1588.73,8.3815,1401.33
8137.02,47.25,0.03,392,9059.61,1585.36,8.3971,1399.31
8086.42,41.77,0.02,330,8329.63,1350.28,9.3358,1116.65
8087.53,42.02,0.02,330,8333.06,1349.53,9.3127,1113.45
8070.68,41.71,0.02,335,8355.41,1358.47,9.2687,1116.7
8087.22,41.91,0.02,329,8327.35,1354.47,9.3336,1126.16
8088.74,41.85,0.02,331,8325.95,1350.0,9.3028,1118.08
8140.2,47.28,0.03,391,9058.2,1582.44,8.3868,1402.59
8067.63,41.77,0.02,333,8359.14,1363.12,9.2561,1124.38
8067.22,44.1,0.02,363,8727.27,1477.86,9.1936,1236.88
8142.96,47.28,0.03,392,9063.14,1583.13,8.4115,1397.61
8088.88,41.77,0.02,329,8318.78,1347.21,9.3336,1123.38
8069.29,44.11,0.02,363,8726.08,1481.07,9.1673,1244.26
8070.64,41.76,0.02,334,8353.46,1357.87,9.3172,1119.41
8069.36,44.04,0.02,363,8729.48,1473.59,9.2037,1247.1
8066.79,44.34,0.02,364,8730.57,1486.57,9.1904,1245.76
8091.54,41.8,0.02,329,8327.06,1353.37,9.2856,1120.49
8134.73,47.28,0.03,392,9067.71,1584.33,8.4165,1400.95
8089.79,41.99,0.02,329,8328.34,1352.53,9.3445,1118.84
8075.29,41.79,0.02,333,8348.55,1362.24,9.2596,1126.16
8136.04,45.22,0.03,368,8782.75,1494.92,8.6033,1303.19
8137.38,45.32,0.03,368,8778.08,1490.68,8.61,1296.53
8089.88,41.89,0.02,329,8327.73,1347.48,9.3322,1119.09
8093.69,42.02,0.02,330,8336.44,1349.89,9.345,1119.29
8132.65,45.21,0.03,368,8781.18,1504.4,8.6392,1304.95
8066.76,44.02,0.02,364,8731.07,1483.19,9.2011,1242.79
8145.52,47.18,0.03,392,9058.12,1577.3,8.4334,1394.85
8141.27,45.17,0.03,369,8785.09,1496.95,8.6239,1305.79
8135.51,45.28,0.03,368,8782.79,1498.97,8.6265,1309.2
8074.48,44.39,0.02,364,8728.01,1481.82,9.1896,1245.87
8093.16,41.94,0.02,329,8330.52,1347.54,9.3385,1115.59
7877.59,36.76,0.02,307,8016.38,1256.53,10.8569,1048.47
8072.74,41.84,0.02,332,8361.75,1364.82,9.2737,1122.68
8068.1,44.19,0.02,365,8730.84,1484.01,9.1584,1246.69
8141.18,47.17,0.03,392,9057.66,1586.47,8.3773,1397.94
8067.98,44.19,0.02,363,8731.17,1483.19,9.194,1257.85
7878.79,36.71,0.02,308,8012.18,1256.45,10.8536,1040.98
8093.04,41.78,0.02,329,8322.87,1347.17,9.3388,1117.81
8069.18,41.78,0.02,332,8351.77,1362.43,9.3718,1119.45
8071.44,41.76,0.02,333,8357.09,1368.09,9.3002,1122.5
8087.35,41.89,0.02,330,8326.53,1350.21,9.3742,1129.42
8146.17,45.25,0.03,367,8791.24,1496.18,8.6198,1300.77
8069.03,44.11,0.02,364,8724.49,1481.92,9.1985,1246.4
8140.0,45.15,0.03,370,8783.74,1499.27,8.641,1295.48
8075.15,41.82,0.02,332,8354.26,1363.3,9.2978,1129.29
8093.53,41.99,0.02,331,8327.32,1357.25,9.3194,1126.13
8139.72,47.17,0.03,393,9067.43,1576.9,8.4215,1404.39
8142.29,47.29,0.03,392,9057.67,1595.01,8.3994,1402.77
8086.32,41.92,0.02,330,8324.7,1353.3,9.3587,1123.54
7878.37,36.61,0.02,307,8016.46,1264.08,10.8783,1043.18
7879.15,36.59,0.02,307,8017.1,1257.68,10.9095,1043.64
8075.34,41.75,0.02,335,8355.06,1360.34,9.2898,1129.51
8093.13,41.93,0.02,330,8333.37,1350.54,9.3488,1126.96
8146.96,47.37,0.03,391,9059.01,1591.03,8.4116,1399.42
8094.0,41.99,0.02,329,8333.07,1353.8,9.3237,1119.96
8090.95,41.91,0.02,331,8332.48,1352.86,9.3363,1118.46
8074.78,41.88,0.02,335,8352.3,1368.12,9.3013,1123.77
7877.74,36.86,0.02,308,8013.52,1255.18,10.8827,1044.31
8078.1,41.82,0.02,332,8354.9,1363.05,9.2701,1126.9
8093.23,41.85,0.02,331,8333.62,1356.34,9.3361,1122.12
8145.68,47.41,0.03,392,9059.97,1579.13,8.4122,1402.94
8094.06,42.02,0.02,329,8327.2,1349.26,9.3352,1120.39
8097.47,41.99,0.02,330,8322.73,1352.88,9.3555,1129.88
8096.66,42.0,0.02,329,8325.28,1349.26,9.3033,1115.55
8093.6,42.05,0.02,331,8323.99,1352.77,9.3278,1122.47
8070.03,44.45,0.02,365,8731.93,1479.33,9.2244,1244.87
8095.24,41.94,0.02,332,8324.49,1355.94,9.3254,1124.72
7878.79,36.61,0.02,307,8014.33,1259.86,10.876,1051.11
8146.85,47.29,0.03,391,9061.46,1586.39,8.4213,1401.21
8066.41,44.19,0.02,365,8732.64,1484.87,9.2146,1251.39
8141.3,47.28,0.03,392,9067.23,1582.81,8.4164,1409.53
8095.82,42.05,0.02,329,8332.17,1350.4,9.3017,1127.22
8137.63,45.2,0.03,370,8788.6,1499.01,8.6511,1308.56
8093.35,42.1,0.02,331,8329.44,1353.74,9.3593,1122.53
7882.66,36.56,0.02,306,8017.97,1258.47,10.8913,1045.47
8091.85,42.0,0.02,331,8328.81,1350.15,9.3809,1124.7
8091.79,41.9,0.02,330,8321.05,1358.91,9.3619,1124.43
7870.09,36.8,0.02,308,8016.1,1260.79,10.8855,1046.22
8137.65,45.33,0.03,369,8783.39,1498.08,8.6238,1307.35
8136.38,45.3,0.03,370,8785.29,1496.96,8.6512,1306.86
8096.82,42.02,0.02,330,8331.61,1350.72,9.3437,1122.84
8137.82,47.54,0.03,393,9067.02,1586.53,8.4442,1399.98
8068.99,44.22,0.02,366,8732.16,1484.45,9.2405,1247.51
8091.63,42.18,0.02,332,8335.35,1355.31,9.3639,1124.1
7879.85,36.8,0.02,306,8013.34,1268.06,10.9126,1048.4
8088.7,42.17,0.02,331,8333.36,1359.28,9.3378,1128.43
8096.85,42.04,0.02,332,8329.27,1351.84,9.3458,1123.33
7880.68,36.77,0.02,306,8017.31,1261.33,10.8848,1047.96
8142.27,47.29,0.03,393,9064.43,1588.27,8.403,1404.57
8144.18,47.57,0.03,393,9064.5,1598.19,8.4338,1410.12
8061.99,44.38,0.02,365,8737.32,1480.66,9.1956,1252.2
8072.51,44.46,0.02,366,8731.31,1482.52,9.2342,1250.23
8076.22,42.15,0.02,334,8355.77,1363.48,9.3353,1130.36
8148.39,47.5,0.03,394,9069.77,1589.09,8.4432,1398.85
8073.34,42.0,0.02,333,8361.7,1373.61,9.3535,1134.61
8131.14,45.44,0.03,371,8789.48,1499.49,8.6487,1309.35
8072.86,42.0,0.02,334,8363.86,1365.32,9.3405,1134.2
8073.38,44.3,0.02,365,8731.27,1486.84,9.2512,1250.55
8143.16,47.27,0.03,392,9074.13,1594.47,8.454,1402.22
7883.47,36.82,0.02,309,8014.78,1265.22,10.9331,1045.58
8089.82,42.12,0.02,331,8338.21,1360.02,9.3735,1129.84
7879.99,36.77,0.02,306,8018.31,1263.62,10.9007,1046.34
8094.46,42.36,0.02,332,8323.59,1353.06,9.3791,1128.7
7884.74,36.7,0.02,309,8024.67,1254.84,10.9448,1049.41
8139.41,45.6,0.03,370,8788.69,1505.44,8.659,1310.76
8094.99,42.08,0.02,330,8332.4,1351.66,9.344,1123.77
8098.66,42.13,0.02,332,8333.7,1350.25,9.3774,1132.19
7880.94,36.89,0.02,306,8017.51,1255.32,10.9141,1049.8
8068.85,44.46,0.02,364,8733.01,1490.13,9.2221,1251.28
8096.0,42.38,0.02,330,8334.42,1352.23,9.3736,1132.66
8095.54,42.22,0.02,329,8330.32,1360.02,9.3778,1126.64
8096.45,42.27,0.02,330,8333.27,1356.02,9.3672,1127.77
8143.98,47.41,0.03,394,9069.24,1589.63,8.4501,1404.07
8081.63,42.1,0.02,334,8363.94,1366.86,9.3431,1135.4
8094.66,42.22,0.02,332,8336.48,1360.89,9.3643,1126.46
8134.77,45.5,0.03,368,8793.1,1507.71,8.7036,1308.16
7883.54,36.85,0.02,308,8023.47,1262.43,10.9463,1048.43
8076.92,42.1,0.02,334,8366.93,1372.81,9.3526,1137.54
8135.55,45.52,0.03,371,8796.3,1501.48,8.6905,1313.13
7882.67,36.99,0.02,308,8021.83,1260.43,10.9726,1054.83
8142.82,45.54,0.03,370,8789.84,1497.41,8.6745,1320.61
8142.74,47.83,0.03,392,9074.71,1593.42,8.4613,1407.99
8078.75,42.23,0.02,336,8369.95,1367.71,9.34,1135.68
8150.55,47.54,0.03,394,9067.03,1590.57,8.4489,1421.67
7878.79,36.95,0.02,307,8019.91,1263.51,10.9489,1051.38
8096.44,42.35,0.02,330,8336.5,1362.31,9.3879,1123.02
7883.09,37.03,0.02,307,8018.26,1263.61,10.9222,1054.54
8069.72,44.55,0.02,366,8740.45,1488.09,9.2543,1253.55
8082.93,42.16,0.02,336,8368.64,1367.36,9.3612,1132.16
8075.25,44.62,0.02,365,8737.03,1497.87,9.2485,1257.69
8141.86,45.79,0.03,369,8796.18,1513.01,8.6717,1312.72
8099.13,42.37,0.02,332,8329.32,1366.12,9.3608,1137.83
7886.69,36.96,0.02,306,8027.12,1260.25,10.9368,1056.33
8142.19,45.82,0.03,370,8793.78,1509.71,8.7082,1311.1
8084.42,42.06,0.02,336,8362.47,1368.6,9.3436,1136.98
8081.65,42.17,0.02,335,8373.21,1379.21,9.3586,1139.2
8147.79,47.83,0.03,396,9074.65,1597.32,8.4393,1415.55
7889.38,37.02,0.02,308,8029.76,1267.1,10.9275,1047.45
8140.84,45.75,0.03,371,8789.3,1501.32,8.7129,1319.99
8095.78,42.51,0.02,332,8348.22,1366.99,9.4047,1134.51
