sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_17,sensor_18,sensor_20,sensor_21
449.44,555.68,1364.68,1130.33,5.48,8.0,194.51,2223.0,8349.78,1.02,41.74,182.99,332,2223,15.03,8.9969
449.44,555.94,1361.49,1127.3,5.48,8.0,194.97,2223.05,8357.37,1.02,41.76,183.68,333,2223,14.81,8.9581
462.54,536.71,1254.68,1047.63,7.05,9.03,175.79,1915.43,8017.49,0.94,36.53,164.95,307,1915,14.29,8.5293
518.67,642.14,1577.63,1400.1,14.62,21.61,554.08,2388.05,9053.84,1.3,47.15,521.88,392,2388,39.13,23.4032
462.54,536.63,1264.39,1050.5,7.05,9.03,175.44,1915.4,8017.92,0.94,36.78,164.8,306,1915,14.29,8.5834
489.05,604.33,1497.01,1302.48,10.52,15.49,394.9,2318.87,8786.26,1.26,45.27,371.71,370,2319,28.57,17.1894
518.67,642.26,1580.57,1400.94,14.62,21.61,553.63,2388.01,9060.01,1.3,47.34,522.31,391,2388,39.05,23.3775
489.05,604.57,1498.9,1302.28,10.52,15.49,394.14,2318.86,8773.36,1.26,45.16,371.87,367,2319,28.72,17.2209
491.19,607.32,1479.99,1245.1,9.35,13.65,335.2,2323.91,8728.79,1.08,44.32,315.19,364,2324,24.47,14.7038
445.0,549.61,1352.47,1126.13,3.91,5.71,139.41,2212.07,8330.32,1.02,41.86,131.02,330,2212,10.54,6.3505
489.05,604.57,1500.85,1307.65,10.52,15.49,394.91,2318.84,8781.24,1.26,45.15,372.15,369,2319,28.63,17.3107
449.44,555.5,1360.79,1124.27,5.48,8.0,194.47,2222.99,8351.81,1.02,41.79,183.01,332,2223,14.91,8.8167
518.67,642.22,1587.08,1399.96,14.62,21.61,553.98,2388.04,9060.01,1.3,47.13,522.4,390,2388,38.88,23.3172
445.0,549.31,1357.55,1125.59,3.91,5.71,138.94,2212.06,8323.62,1.02,42.12,130.59,329,2212,10.64,6.3564
518.67,642.51,1588.7,1404.58,14.62,21.6,554.67,2388.06,9060.28,1.3,47.55,522.34,394,2388,38.82,23.3269
445.0,549.57,1350.74,1122.07,3.91,5.72,139.24,2212.04,8327.14,1.02,41.88,130.92,330,2212,10.5,6.3578
489.05,604.21,1494.14,1305.16,10.52,15.49,394.88,2318.86,8787.9,1.26,45.34,371.96,369,2319,28.75,17.202
489.05,604.68,1500.76,1301.14,10.52,15.49,394.38,2318.9,8781.96,1.26,45.34,371.94,370,2319,28.71,17.0869
489.05,604.71,1503.73,1302.31,10.52,15.49,395.72,2318.9,8775.98,1.26,45.52,372.11,369,2319,28.72,17.0784
518.67,642.55,1581.24,1403.29,14.62,21.61,554.02,2388.05,9059.93,1.3,47.3,521.97,392,2388,39.05,23.3495
518.67,642.53,1583.04,1397.75,14.62,21.61,554.13,2388.05,9061.03,1.3,47.33,522.14,392,2388,39.12,23.4405
445.0,549.93,1351.46,1116.26,3.91,5.71,139.07,2211.91,8317.24,1.02,42.08,130.83,329,2212,10.66,6.3131
445.0,549.36,1349.16,1126.04,3.91,5.72,138.23,2212.07,8328.98,1.02,41.95,130.43,331,2212,10.56,6.4196
489.05,604.35,1498.38,1303.48,10.52,15.49,394.58,2318.91,8791.8,1.26,45.5,372.26,368,2319,28.52,17.191
449.44,554.93,1365.54,1131.4,5.48,8.0,194.45,2223.08,8349.65,1.02,41.63,183.4,333,2223,14.98,8.9204
449.44,555.19,1364.8,1119.7,5.48,8.0,194.78,2223.0,8351.59,1.02,41.78,183.52,332,2223,14.69,8.912
491.19,607.54,1476.14,1243.99,9.35,13.66,335.2,2323.91,8724.48,1.08,44.22,315.35,365,2324,24.57,14.7222
445.0,549.2,1351.37,1119.14,3.91,5.71,139.34,2212.03,8332.73,1.02,41.94,130.42,330,2212,10.42,6.338
449.44,555.88,1367.89,1127.8,5.48,8.0,194.76,2222.98,8355.39,1.02,41.9,183.73,334,2223,14.93,9.02
489.05,604.46,1501.32,1305.21,10.52,15.49,394.76,2318.87,8783.46,1.26,45.08,371.48,370,2319,28.52,17.2368
449.44,555.37,1365.56,1122.5,5.48,8.0,194.19,2223.05,8349.86,1.02,41.8,183.09,334,2223,14.76,8.8246
445.0,549.46,1351.6,1117.83,3.91,5.71,138.87,2211.99,8328.01,1.02,41.93,129.78,331,2212,10.63,6.2962
518.67,642.32,1587.13,1401.4,14.62,21.61,554.55,2388.03,9059.97,1.3,47.24,521.69,392,2388,39.02,23.2588
445.0,549.72,1353.28,1122.16,3.91,5.72,138.6,2211.97,8320.08,1.02,42.05,130.41,330,2212,10.53,6.3658
518.67,642.3,1583.55,1400.75,14.62,21.61,554.58,2388.11,9061.42,1.3,47.33,522.47,391,2388,38.93,23.2358
518.67,642.56,1591.58,1403.39,14.62,21.61,553.51,2388.04,9060.74,1.3,47.32,521.79,393,2388,38.98,23.4046
462.54,536.87,1267.06,1041.17,7.05,9.03,175.85,1915.47,8021.79,0.94,36.57,164.92,307,1915,14.41,8.5841
489.05,604.45,1492.27,1301.08,10.52,15.49,395.14,2318.84,8789.12,1.26,45.55,372.08,370,2319,28.51,17.2072
449.44,555.03,1362.98,1129.83,5.48,8.0,194.74,2223.04,8357.35,1.02,41.62,183.05,333,2223,14.89,8.8783
449.44,555.96,1367.97,1125.14,5.48,8.0,194.79,2223.02,8351.38,1.02,41.81,183.47,333,2223,14.74,8.9892
445.0,549.44,1348.77,1122.74,3.91,5.72,138.13,2211.96,8325.43,1.02,41.93,130.69,330,2212,10.85,6.4255
449.44,555.3,1365.42,1129.37,5.48,8.0,194.01,2223.07,8354.11,1.02,41.87,182.6,333,2223,14.96,8.9194
449.44,555.83,1360.57,1123.79,5.48,8.0,194.32,2223.1,8359.22,1.02,41.9,183.37,334,2223,14.79,8.9507
445.0,549.87,1356.83,1120.66,3.91,5.72,138.97,2211.99,8324.74,1.02,41.8,130.2,330,2212,10.48,6.3665
518.67,642.59,1587.82,1397.18,14.62,21.61,553.85,2388.05,9060.77,1.3,47.25,522.06,393,2388,38.93,23.3018
462.54,536.6,1255.3,1042.42,7.05,9.02,175.75,1915.42,8013.47,0.94,36.49,164.91,307,1915,14.43,8.6671
489.05,604.74,1496.29,1304.69,10.52,15.49,395.12,2318.89,8780.12,1.26,45.45,372.02,369,2319,28.6,17.072
445.0,549.36,1357.17,1120.73,3.91,5.71,139.28,2211.99,8329.8,1.02,41.77,130.71,329,2212,10.61,6.4047
491.19,607.0,1486.51,1248.47,9.35,13.65,334.23,2323.99,8729.15,1.08,44.32,314.77,365,2324,24.76,14.6317
445.0,549.28,1352.74,1121.7,3.91,5.71,138.69,2212.0,8325.54,1.02,42.05,130.79,331,2212,10.44,6.3281
489.05,604.79,1497.93,1301.24,10.52,15.49,395.09,2318.86,8782.83,1.26,45.31,371.62,369,2319,28.51,17.1624
518.67,642.46,1583.98,1405.17,14.62,21.61,554.46,2388.05,9059.22,1.3,47.22,521.62,392,2388,38.98,23.358
449.44,555.59,1358.78,1127.23,5.48,8.0,194.85,2223.06,8344.4,1.03,41.79,182.77,334,2223,14.8,8.9668
518.67,642.51,1589.05,1396.74,14.62,21.6,554.03,2388.04,9062.01,1.3,47.41,522.0,391,2388,38.97,23.3588
445.0,548.97,1349.35,1123.17,3.91,5.71,138.74,2211.96,8321.76,1.02,42.05,130.76,330,2212,10.4,6.2478
462.54,536.14,1266.31,1049.3,7.05,9.02,175.3,1915.44,8018.36,0.94,36.61,164.85,306,1915,14.36,8.4953
491.19,607.08,1483.44,1248.94,9.35,13.66,334.29,2324.04,8721.85,1.08,44.46,315.42,364,2324,24.43,14.8429
489.05,605.36,1499.74,1300.07,10.52,15.49,394.39,2318.9,8791.26,1.26,45.21,371.24,369,2319,28.83,17.1603
449.44,555.26,1369.49,1127.07,5.48,8.0,194.41,2223.01,8346.92,1.02,41.59,183.13,333,2223,14.88,8.8503
518.67,641.96,1594.36,1401.09,14.62,21.61,554.15,2388.04,9055.19,1.3,47.27,521.92,394,2388,38.89,23.3574
449.44,555.94,1365.26,1132.33,5.48,8.0,195.03,2223.06,8351.95,1.02,41.84,182.38,335,2223,14.97,8.9562
489.05,604.77,1501.95,1303.71,10.52,15.49,394.71,2318.9,8783.75,1.26,45.5,372.14,369,2319,28.39,17.1576
445.0,549.31,1352.93,1121.46,3.91,5.71,138.26,2212.0,8323.03,1.02,42.01,130.71,328,2212,10.49,6.3496
518.67,642.49,1586.09,1403.45,14.62,21.61,553.95,2387.98,9065.04,1.3,47.5,521.15,393,2388,39.06,23.407
489.05,604.27,1501.47,1309.58,10.52,15.49,395.26,2318.86,8782.04,1.26,45.36,371.89,369,2319,28.64,17.2297
449.44,555.37,1362.47,1131.03,5.48,8.0,194.82,2223.0,8355.93,1.02,41.83,183.36,333,2223,14.82,8.9497
462.54,536.48,1263.54,1044.95,7.05,9.03,175.55,1915.41,8022.59,0.94,36.69,164.56,307,1915,14.3,8.5639
445.0,549.61,1355.15,1123.46,3.91,5.71,137.96,2212.03,8334.99,1.02,41.91,131.02,331,2212,10.63,6.3614
489.05,605.15,1493.83,1311.26,10.52,15.49,395.01,2318.91,8786.18,1.26,45.56,371.63,368,2319,28.51,17.1268
489.05,604.64,1494.33,1303.67,10.52,15.49,394.95,2318.92,8779.21,1.26,45.34,371.56,369,2319,28.64,17.2376
518.67,642.75,1590.21,1398.14,14.62,21.61,553.96,2388.05,9053.33,1.3,47.31,521.85,392,2388,38.74,23.3492
518.67,642.64,1587.63,1400.83,14.62,21.61,553.43,2388.06,9057.69,1.3,47.3,522.23,393,2388,38.93,23.3152
462.54,536.52,1253.0,1047.99,7.05,9.02,175.75,1915.39,8008.31,0.94,36.77,164.42,307,1915,14.36,8.5273
462.54,536.59,1258.89,1048.09,7.05,9.02,175.65,1915.42,8017.33,0.94,36.77,164.63,309,1915,14.48,8.6208
491.19,607.67,1488.44,1250.37,9.35,13.66,334.37,2323.98,8727.89,1.08,44.34,315.3,364,2324,24.64,14.7806
445.0,549.29,1351.27,1129.87,3.91,5.71,139.28,2212.03,8328.16,1.02,42.05,130.71,330,2212,10.52,6.3292
489.05,605.27,1498.94,1305.14,10.52,15.49,394.29,2318.89,8785.87,1.26,45.37,371.65,370,2319,28.35,17.224
491.19,606.81,1480.65,1256.81,9.35,13.66,334.84,2323.96,8726.27,1.08,44.28,314.86,366,2324,24.57,14.8151
449.44,556.17,1361.91,1132.73,5.48,8.0,194.65,2223.01,8351.03,1.02,41.8,183.24,334,2223,14.92,8.997
489.05,605.1,1495.92,1306.48,10.52,15.49,395.22,2318.91,8785.37,1.26,45.44,371.81,369,2319,28.72,17.1873
445.0,549.96,1353.88,1129.73,3.91,5.71,138.53,2212.0,8326.76,1.02,42.06,131.07,332,2212,10.54,6.4107
462.54,537.7,1255.37,1042.37,7.05,9.03,174.89,1915.37,8010.9,0.94,36.62,165.0,307,1915,14.25,8.5322
491.19,606.98,1486.58,1253.04,9.35,13.66,335.35,2323.96,8728.23,1.08,44.25,314.81,364,2324,24.63,14.7238
462.54,536.45,1264.93,1046.56,7.05,9.03,175.51,1915.41,8009.2,0.94,36.71,164.37,307,1915,14.31,8.6417
518.67,642.56,1588.66,1408.42,14.62,21.61,553.12,2388.07,9059.76,1.3,47.37,522.06,392,2388,38.93,23.3713
491.19,607.17,1477.83,1251.51,9.35,13.65,334.74,2323.98,8729.94,1.08,44.27,315.4,365,2324,24.26,14.6452
445.0,549.63,1359.8,1123.97,3.91,5.72,137.9,2211.99,8331.56,1.02,42.08,130.44,332,2212,10.57,6.3989
491.19,607.36,1482.25,1251.35,9.35,13.66,334.46,2324.01,8726.9,1.08,44.3,315.07,364,2324,24.59,14.6456
518.67,642.02,1584.03,1395.0,14.62,21.61,553.41,2388.08,9057.91,1.3,47.39,521.94,393,2388,38.91,23.3713
518.67,642.52,1589.31,1409.69,14.62,21.61,553.96,2388.06,9063.58,1.3,47.58,521.32,394,2388,38.83,23.4769
449.44,555.69,1371.2,1127.08,5.48,8.0,194.68,2223.03,8356.77,1.02,41.96,183.57,334,2223,14.8,8.8886
518.67,642.61,1592.18,1402.67,14.62,21.61,553.32,2388.1,9056.9,1.3,47.48,521.83,394,2388,38.83,23.4531
518.67,642.51,1582.2,1404.47,14.62,21.61,553.5,2388.06,9054.64,1.3,47.36,521.96,395,2388,38.99,23.3897
445.0,549.49,1348.86,1118.27,3.91,5.71,138.16,2212.03,8328.34,1.02,42.23,130.85,329,2212,10.77,6.3642
491.19,607.24,1487.7,1249.39,9.35,13.66,334.53,2323.97,8723.69,1.08,44.27,315.02,364,2324,24.42,14.7301
462.54,536.66,1263.85,1048.21,7.05,9.03,175.19,1915.33,8022.93,0.94,36.61,164.33,307,1915,14.27,8.567
489.05,604.55,1504.38,1308.01,10.52,15.5,394.76,2318.92,8781.37,1.26,45.51,372.07,369,2319,28.48,17.092
449.44,555.95,1362.12,1127.14,5.48,8.0,194.69,2223.04,8354.58,1.02,42.04,182.71,333,2223,14.95,8.958
462.54,537.14,1257.3,1047.95,7.05,9.03,175.45,1915.38,8008.91,0.94,36.6,165.08,307,1915,14.23,8.6108
491.19,606.79,1483.97,1241.78,9.35,13.66,334.62,2324.01,8729.85,1.08,44.31,314.8,365,2324,24.56,14.6371
462.54,537.06,1260.84,1040.68,7.05,9.02,175.64,1915.4,8009.17,0.94,36.79,165.0,309,1915,14.4,8.559
491.19,607.27,1485.81,1255.44,9.35,13.66,334.0,2324.02,8722.03,1.08,44.5,314.97,366,2324,24.4,14.636
449.44,554.91,1362.15,1131.29,5.48,8.0,195.03,2223.01,8350.69,1.02,41.81,183.16,334,2223,14.89,8.9533
491.19,607.39,1485.22,1253.69,9.35,13.66,335.01,2324.0,8726.91,1.07,44.31,315.04,365,2324,24.42,14.6595
489.05,604.54,1500.88,1310.89,10.52,15.49,394.98,2318.9,8787.0,1.26,45.34,371.86,368,2319,28.47,17.1149
489.05,604.71,1499.09,1316.84,10.52,15.49,394.08,2318.95,8785.89,1.26,45.38,372.12,370,2319,28.59,17.1948
462.54,537.18,1264.08,1042.59,7.05,9.02,175.07,1915.39,8008.4,0.94,36.83,164.69,308,1915,14.25,8.6461
462.54,537.12,1259.11,1058.64,7.05,9.03,174.7,1915.37,8016.92,0.94,36.8,164.98,309,1915,14.11,8.5767
489.05,605.27,1507.41,1310.75,10.52,15.49,393.75,2318.98,8775.95,1.26,45.49,371.19,369,2319,28.54,17.1138
489.05,604.68,1500.19,1310.76,10.52,15.49,393.7,2318.92,8789.51,1.26,45.51,372.03,370,2319,28.6,17.1335
489.05,605.43,1496.44,1308.25,10.52,15.49,394.27,2318.88,8783.94,1.26,45.48,371.03,369,2319,28.5,17.1678
445.0,550.07,1355.36,1123.79,3.91,5.72,138.43,2211.95,8323.95,1.02,42.11,130.41,331,2212,10.46,6.3861
445.0,549.98,1346.92,1115.17,3.91,5.72,138.16,2211.9,8332.49,1.02,41.97,131.24,332,2212,10.55,6.3658
491.19,607.02,1480.69,1250.59,9.35,13.66,334.84,2324.02,8730.73,1.08,44.44,314.93,364,2324,24.33,14.615
518.67,642.31,1594.08,1408.85,14.62,21.61,552.92,2388.08,9064.8,1.3,47.4,521.48,393,2388,38.88,23.3224
462.54,536.72,1260.81,1047.66,7.05,9.03,175.53,1915.41,8020.16,0.94,36.7,164.25,307,1915,14.17,8.6634
462.54,537.27,1257.83,1045.21,7.05,9.03,175.53,1915.37,8015.66,0.94,36.64,164.69,309,1915,14.18,8.6601
491.19,607.76,1491.31,1247.38,9.35,13.66,334.42,2323.97,8722.81,1.07,44.38,314.56,363,2324,24.62,14.7
491.19,607.69,1485.16,1252.51,9.35,13.66,334.0,2324.02,8734.36,1.08,44.31,314.58,364,2324,24.6,14.7345
445.0,549.15,1364.26,1136.97,3.91,5.72,138.5,2211.95,8324.03,1.02,42.09,130.32,332,2212,10.7,6.3486
445.0,549.37,1353.61,1130.59,3.91,5.72,138.86,2211.98,8327.05,1.02,42.21,130.76,331,2212,10.49,6.3392
445.0,549.74,1350.03,1129.61,3.91,5.71,138.54,2211.98,8330.68,1.02,42.33,130.2,332,2212,10.6,6.3065
462.54,536.75,1265.0,1051.28,7.05,9.03,175.34,1915.4,8015.44,0.94,36.73,165.04,307,1915,14.31,8.5959
518.67,642.61,1594.97,1408.5,14.62,21.61,552.71,2388.11,9063.78,1.3,47.52,521.45,393,2388,38.84,23.2391
462.54,537.04,1265.9,1048.4,7.05,9.03,174.83,1915.39,8017.94,0.94,36.65,165.08,306,1915,14.39,8.5138
449.44,555.61,1372.37,1122.31,5.48,8.0,194.21,2223.02,8345.95,1.02,41.93,183.14,334,2223,14.72,8.9486
445.0,550.13,1355.16,1126.78,3.91,5.72,139.5,2211.96,8328.24,1.02,42.18,130.03,332,2212,10.48,6.3682
449.44,555.88,1356.39,1131.64,5.48,8.0,194.11,2222.97,8357.75,1.02,42.1,183.32,334,2223,14.81,8.8377
518.67,643.29,1593.42,1407.1,14.62,21.61,553.31,2388.14,9058.38,1.3,47.61,521.18,396,2388,38.87,23.2234
449.44,555.88,1367.82,1127.27,5.48,8.0,194.69,2223.04,8356.56,1.02,41.98,183.11,334,2223,14.93,8.7816
489.05,604.89,1500.09,1306.48,10.52,15.5,393.23,2318.94,8782.74,1.26,45.68,370.8,369,2319,28.51,17.0023
462.54,536.75,1263.55,1044.98,7.05,9.03,175.66,1915.41,8013.8,0.94,37.08,164.63,307,1915,14.19,8.5422
462.54,537.12,1259.25,1056.57,7.05,9.03,175.55,1915.37,8014.22,0.94,36.76,164.14,309,1915,14.15,8.5173
445.0,549.27,1352.57,1135.32,3.91,5.71,138.64,2211.94,8326.5,1.02,42.18,130.21,331,2212,10.72,6.273
445.0,549.49,1351.73,1129.58,3.91,5.72,137.98,2211.91,8332.34,1.02,42.32,130.19,329,2212,10.59,6.3977
462.54,537.0,1263.28,1050.46,7.05,9.03,175.27,1915.39,8020.14,0.94,36.82,164.52,309,1915,14.03,8.5388
462.54,536.54,1264.23,1053.27,7.05,9.03,174.97,1915.37,8007.41,0.94,37.03,164.75,307,1915,14.05,8.5775
445.0,549.71,1353.31,1126.58,3.91,5.72,138.72,2211.93,8325.67,1.02,42.08,130.36,330,2212,10.53,6.3735
445.0,550.02,1356.82,1127.19,3.91,5.72,138.2,2211.94,8328.42,1.02,42.23,130.45,332,2212,10.37,6.3362
462.54,536.74,1265.03,1047.21,7.05,9.03,175.42,1915.36,8009.03,0.94,36.85,164.34,307,1915,14.13,8.5908
445.0,549.82,1352.08,1129.91,3.91,5.72,138.5,2211.82,8320.76,1.02,42.11,130.52,331,2212,10.62,6.3303
518.67,642.81,1595.91,1407.61,14.62,21.61,553.26,2388.15,9054.46,1.3,47.78,521.19,393,2388,38.72,23.248
518.67,642.96,1591.68,1423.12,14.62,21.61,553.23,2388.18,9061.76,1.3,47.63,521.69,396,2388,38.74,23.2564
491.19,608.07,1483.91,1259.62,9.35,13.66,334.68,2324.05,8733.48,1.08,44.47,314.66,366,2324,24.37,14.6477
489.05,605.48,1507.42,1313.86,10.52,15.5,393.96,2319.02,8783.56,1.26,45.68,371.57,372,2319,28.63,17.2113
489.05,605.13,1504.4,1317.9,10.52,15.5,394.23,2318.98,8792.86,1.26,45.68,370.9,371,2319,28.49,17.095
462.54,537.27,1265.86,1060.91,7.05,9.03,175.52,1915.36,8011.09,0.94,36.87,164.78,309,1915,14.5,8.5029
491.19,607.57,1490.68,1267.85,9.35,13.66,334.05,2324.0,8727.03,1.07,44.53,314.96,366,2324,24.36,14.5989
462.54,536.78,1264.37,1052.88,7.05,9.03,174.58,1915.35,8018.21,0.94,37.03,164.68,309,1915,14.35,8.5907
445.0,549.84,1359.25,1125.28,3.91,5.72,138.55,2211.91,8322.97,1.02,42.26,130.06,332,2212,10.55,6.2449
449.44,555.22,1368.58,1137.95,5.48,8.0,194.33,2222.99,8357.88,1.02,42.06,182.85,335,2223,14.71,8.8583
491.19,607.79,1483.39,1256.21,9.35,13.66,334.61,2324.02,8728.38,1.08,44.58,314.65,367,2324,24.3,14.7384
445.0,549.75,1356.35,1132.37,3.91,5.72,138.3,2211.84,8328.71,1.02,42.23,130.3,332,2212,10.75,6.2891
445.0,549.46,1357.12,1127.45,3.91,5.72,138.57,2211.89,8324.39,1.02,42.28,130.55,333,2212,10.5,6.3689
445.0,549.95,1350.95,1129.72,3.91,5.72,138.64,2211.86,8320.74,1.02,42.3,130.65,332,2212,10.56,6.3244
489.05,605.44,1504.45,1313.6,10.52,15.5,393.63,2319.03,8777.56,1.26,45.7,371.31,369,2319,28.32,17.0074
445.0,549.82,1357.44,1131.17,3.91,5.71,138.98,2211.92,8321.78,1.02,42.12,130.91,331,2212,10.57,6.4265
445.0,550.56,1357.35,1138.79,3.91,5.72,138.71,2211.86,8319.89,1.02,42.52,130.23,331,2212,10.51,6.3131
462.54,537.3,1270.04,1051.85,7.05,9.03,175.76,1915.35,8014.3,0.94,36.78,164.73,307,1915,14.1,8.5748
445.0,549.82,1360.8,1136.28,3.91,5.72,138.25,2211.83,8329.99,1.02,42.29,130.12,332,2212,10.74,6.3164
518.67,642.87,1592.6,1422.96,14.62,21.61,552.11,2388.14,9057.43,1.3,47.56,521.05,394,2388,38.72,23.1979
445.0,550.1,1355.32,1131.93,3.91,5.72,138.76,2211.86,8329.58,1.02,42.41,130.4,333,2212,10.43,6.2812
491.19,607.98,1492.84,1259.07,9.35,13.66,334.28,2324.09,8724.02,1.08,44.7,314.03,366,2324,24.31,14.5905
449.44,555.92,1366.77,1135.08,5.48,8.0,194.31,2223.0,8355.0,1.02,42.29,182.64,336,2223,14.56,8.8264
445.0,549.93,1356.1,1141.32,3.91,5.72,138.41,2211.9,8329.08,1.02,42.23,130.41,332,2212,10.74,6.3938
518.67,642.91,1591.9,1415.56,14.62,21.61,552.1,2388.17,9063.57,1.3,47.67,520.53,393,2388,38.79,23.158
445.0,550.2,1361.51,1128.48,3.91,5.72,138.42,2211.76,8323.48,1.02,42.52,130.57,333,2212,10.6,6.3134
445.0,549.51,1361.68,1136.54,3.91,5.71,137.81,2211.8,8326.33,1.02,42.44,129.64,334,2212,10.59,6.4161
489.05,605.63,1502.75,1311.51,10.52,15.5,393.98,2319.06,8774.77,1.26,45.85,370.71,370,2319,28.32,17.0652
445.0,549.7,1363.94,1134.01,3.91,5.72,138.34,2211.8,8319.08,1.02,42.4,129.8,331,2212,10.48,6.3735
445.0,550.36,1357.18,1144.16,3.91,5.72,137.91,2211.75,8323.61,1.02,42.6,131.04,333,2212,10.56,6.2883
462.54,537.05,1261.56,1053.24,7.05,9.03,175.26,1915.37,8007.87,0.94,36.89,164.91,308,1915,14.08,8.6439
489.05,605.54,1503.3,1323.61,10.52,15.5,393.79,2319.06,8791.25,1.26,45.73,370.89,370,2319,28.35,17.0015
449.44,556.75,1364.12,1140.29,5.48,8.0,194.11,2222.94,8351.92,1.02,42.23,183.18,335,2223,14.87,8.8721
491.19,608.27,1494.29,1264.09,9.35,13.66,333.82,2324.06,8735.28,1.07,44.63,314.44,366,2324,24.26,14.5593
462.54,536.93,1265.92,1066.55,7.05,9.03,173.92,1915.35,8016.67,0.94,37.2,164.49,308,1915,14.23,8.4472
445.0,550.36,1361.66,1135.41,3.91,5.72,138.49,2211.78,8330.21,1.02,42.46,130.17,333,2212,10.58,6.2851
518.67,643.56,1595.98,1425.8,14.62,21.61,552.05,2388.2,9056.67,1.3,47.87,520.23,393,2388,38.61,23.1592
518.67,643.51,1596.7,1423.57,14.62,21.61,552.5,2388.26,9056.19,1.3,47.86,519.9,393,2388,38.61,23.0542
449.44,556.31,1370.39,1144.95,5.48,8.0,194.05,2222.89,8350.87,1.02,42.67,182.98,335,2223,14.69,8.8051
445.0,550.15,1360.86,1136.11,3.91,5.72,138.55,2211.75,8321.43,1.02,42.51,130.22,333,2212,10.59,6.3319
518.67,643.5,1599.39,1420.56,14.62,21.61,552.11,2388.22,9059.56,1.3,48.08,519.82,397,2388,38.65,23.1192
445.0,550.62,1357.8,1133.06,3.91,5.72,138.08,2211.7,8318.98,1.02,42.43,130.0,334,2212,10.55,6.3008
489.05,605.27,1505.67,1331.21,10.52,15.5,393.93,2319.12,8786.42,1.26,45.87,370.49,372,2319,28.24,16.9319
491.19,607.81,1495.81,1268.44,9.35,13.66,333.62,2324.15,8728.63,1.08,44.95,313.71,367,2324,24.31,14.5324
491.19,608.42,1493.57,1271.12,9.35,13.66,333.84,2324.12,8733.07,1.08,44.88,313.85,368,2324,24.21,14.6117
462.54,537.0,1270.84,1061.57,7.05,9.03,175.35,1915.26,8011.91,0.94,37.24,164.12,310,1915,14.2,8.4643
491.19,608.28,1491.46,1269.95,9.35,13.66,333.16,2324.1,8722.38,1.07,45.07,313.82,367,2324,24.41,14.6222
445.0,550.28,1361.17,1148.07,3.91,5.72,138.25,2211.67,8321.46,1.02,42.73,130.24,333,2212,10.41,6.2911
462.54,537.12,1268.2,1066.3,7.05,9.03,174.38,1915.27,8013.85,0.94,37.16,163.93,309,1915,14.05,8.4644
445.0,550.76,1360.46,1143.65,3.91,5.72,137.93,2211.65,8322.49,1.02,42.86,129.68,333,2212,10.65,6.2332
491.19,608.8,1491.84,1276.59,9.35,13.66,334.0,2324.09,8725.35,1.08,45.01,313.58,369,2324,24.09,14.5446
445.0,550.29,1356.67,1146.84,3.91,5.72,137.6,2211.65,8321.87,1.02,42.61,129.99,335,2212,10.37,6.3038
518.67,643.89,1598.51,1432.4,14.62,21.61,550.83,2388.28,9055.76,1.3,48.28,519.54,396,2388,38.38,22.9618
449.44,556.75,1382.19,1146.24,5.48,8.0,193.39,2222.89,8358.29,1.02,42.55,182.4,337,2223,14.71,8.9438
518.67,643.99,1598.48,1427.09,14.62,21.61,551.19,2388.28,9058.73,1.3,48.1,519.93,397,2388,38.5,23.0935
462.54,536.03,1264.47,1046.66,7.05,9.03,175.35,1915.45,8005.1,0.94,36.85,165.43,307,1915,14.31,8.5695
449.44,555.9,1366.37,1121.37,5.48,8.0,194.22,2223.05,8352.92,1.02,41.82,183.65,333,2223,14.86,8.9007
445.0,549.19,1354.65,1122.8,3.91,5.71,139.02,2212.08,8328.4,1.02,41.89,130.93,330,2212,10.61,6.2884
489.05,604.83,1502.33,1310.26,10.52,15.49,394.66,2318.86,8782.33,1.26,45.28,371.69,368,2319,28.68,17.2823
449.44,555.81,1364.58,1128.91,5.48,8.0,193.83,2223.04,8347.6,1.02,41.91,182.95,333,2223,14.73,8.8915
449.44,555.88,1365.76,1128.09,5.48,8.0,194.97,2223.06,8353.97,1.02,41.95,183.25,334,2223,15.03,8.887
449.44,555.35,1364.41,1120.74,5.48,8.0,194.44,2223.08,8358.21,1.02,41.93,183.14,333,2223,14.72,8.8828
449.44,555.37,1368.54,1121.12,5.48,8.0,194.43,2223.13,8361.7,1.02,41.84,182.75,333,2223,14.87,8.8672
518.67,642.37,1589.63,1399.8,14.62,21.61,554.35,2388.08,9065.25,1.3,47.46,521.68,392,2388,38.9,23.3944
445.0,549.47,1353.43,1133.44,3.91,5.71,138.51,2212.03,8328.72,1.02,41.89,131.24,330,2212,10.78,6.4604
449.44,555.16,1368.51,1122.11,5.48,8.0,195.23,2223.04,8359.36,1.02,41.59,182.84,332,2223,14.9,8.9299
518.67,642.27,1595.0,1403.24,14.62,21.61,554.82,2388.04,9063.69,1.3,47.34,521.91,392,2388,38.99,23.4376
491.19,607.46,1470.84,1250.65,9.35,13.66,334.49,2323.95,8723.91,1.08,44.2,315.16,367,2324,24.66,14.6334
489.05,604.77,1496.83,1303.55,10.52,15.49,394.5,2318.91,8777.48,1.26,45.12,371.69,370,2319,28.57,17.1006
449.44,555.17,1372.61,1127.38,5.48,8.0,194.16,2223.08,8349.82,1.02,41.91,183.27,332,2223,14.86,8.9348
